,Links,job description
179,https://www.naukri.com/job-listings-Business-Development-Manager-Central-Investigation-Security-Services-Ltd-Vadodara-Pune-Nagpur-2-to-7-years-070318006053?src=jobsearchDesk&sid=15208652352219&xp=30&px=1,"['Business Development Management', 'New Business']"
180,https://www.naukri.com/job-listings-Opening-Business-Development-Manager-rail-Projects-Sheet-Metal-Executive81-HR-Solutions-Pvt-Ltd-Pune-12-to-18-years-080318005144?src=jobsearchDesk&sid=15208652352219&xp=31&px=1,"['branding', 'Business Development', 'manager business development']"
181,https://www.naukri.com/job-listings-Business-Development-Manager-for-Hotel-Pune-Goa-Oasis-Pune-4-to-9-years-090318007087?src=jobsearchDesk&sid=15208652352219&xp=32&px=1,"['corporate sales', 'room sales', 'hotel sales', 'business development', 'sales', 'sales & marketing', 'hotel', 'hospitality', 'club', 'resort', 'hotels', 'bhm', 'hotel management', 'mice', 'sales manager', 'assistant sales manager', 'regional sales', 'bank']"
182,https://www.naukri.com/job-listings-Business-Development-Manager-JLP-Group-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-0-to-3-years-070318006227?src=jobsearchDesk&sid=15208652352219&xp=33&px=1,"['sales', 'market research', 'business research', 'business intelligence', 'bd', 'business development', 'bdm', 'bde', 'marketing', 'corporate sales', 'institutional sales', 'team management', 'channel sales', 'distribution']"
183,https://www.naukri.com/job-listings-Business-Development-Manager-for-Food-Industry-Pune-Nissar-Consultancy-Pvt-Ltd-Pune-5-to-10-years-070318000717?src=jobsearchDesk&sid=15208652352219&xp=34&px=1,"['sales', 'Marketing', 'business development', 'lead generation', 'food industry', 'fmcg industry']"
184,https://www.naukri.com/job-listings-Business-Development-Manager-Jobs-Cruze-Consultancy-services-Pune-0-to-5-years-090318007646?src=jobsearchDesk&sid=15208652352219&xp=35&px=1,"['Direct Sales', 'Business Development Management', 'Insurance', 'ANY SALE', 'CROSS SALE', 'Sales', 'sales marketing', 'marketing executive', 'business development executive']"
185,https://www.naukri.com/job-listings-Opening-for-Business-Development-Manager-females-Only-Vmake-Visas-Pvt-Ltd-Pune-Hadapsar-1-to-3-years-060318007924?src=jobsearchDesk&sid=15208652352219&xp=36&px=1,"['Business Development Management', 'New Business', 'business opportunities', 'Market Research']"
186,https://www.naukri.com/job-listings-Business-Development-Manager-Institutional-Sales-SAC-Management-India-Pvt-Ltd-Mumbai-Pune-Nagpur-5-to-10-years-101017006720?src=jobsearchDesk&sid=15208652352219&xp=37&px=1,"['institutional sales', 'market penetration', 'brand promotion', 'Business development', 'Relationship building']"
187,https://www.naukri.com/job-listings-Business-Development-Manager-Jobs-Cruze-Consultancy-services-Pune-Kolkata-1-to-5-years-060318008675?src=jobsearchDesk&sid=15208652352219&xp=38&px=1,"['business development management', 'team handling', 'life insurance', 'business development', 'INSURANCE', 'Bfsi Sales', 'financial sales', 'banking sales', 'direct sales']"
188,https://www.naukri.com/job-listings-Area-Business-Manager-Regional-Business-Manager-for-Pharma-Industry-Umano-Healthcare-Private-Limited-Delhi-NCR-Pune-Delhi-Mehsana-Surat-1-to-6-years-160218006353?src=jobsearchDesk&sid=15208652352219&xp=39&px=1,"['area sales management', 'regional management', 'business management', 'marketing representative', 'sales executive', 'gynecology', 'ortho', 'sales', 'bd', 'business development', 'marketing', 'pharma', 'pharma marketing', 'pharmaceutical marketing', 'pharmaceutical sales']"
189,https://www.naukri.com/job-listings-Assistant-Manager-Business-Development-TALENTPRO-INDIA-HR-PRIVATE-LIMITED-Delhi-NCR-Mumbai-Ahmedabad-Chennai-Bengaluru-Hyderabad-Pune-3-to-8-years-050318004857?src=jobsearchDesk&sid=15208652352219&xp=40&px=1,"['business development management', 'sales', 'staffing', 'recruitment', 'Client Acquisition']"
190,https://www.naukri.com/job-listings-Zonal-Business-Manager-Salary-1-2-Lakh-Per-Month-Pro-Trading-India-Pune-Allahabad-Coimbatore-Cuttack-Kochi-Erode-Indore-Kanpur-Surat-1-to-6-years-300916005985?src=jobsearchDesk&sid=15208652352219&xp=41&px=1,"['Business Development', 'Franchise', 'Zonal', 'HNI', 'Business Management Skills', 'Region', 'derivative']"
191,https://www.naukri.com/job-listings-Zonal-Business-Manager-Salary-1-2-Lakh-Per-Month-Pro-Trading-India-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-Coimbatore-Navi-Mumbai-1-to-6-years-200217000070?src=jobsearchDesk&sid=15208652352219&xp=42&px=1,"['equity', 'broking', 'trading', 'shares', 'brokerage', 'derivatives', 'options', 'demat', 'futures', 'stocks', 'broker', 'equity broking', 'stock market', 'ncdex', 'mcx', 'nse', 'bse', 'odin', 'now', 'neat', 'dealing', 'equity dealer', 'dealer', 'dmat', 'ncfm']"
192,https://www.naukri.com/job-listings-Zonal-Business-Manager-Salary-1-2-Lakh-Per-Month-Pro-Trading-India-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-Coimbatore-Navi-Mumbai-1-to-6-years-200217000068?src=jobsearchDesk&sid=15208652352219&xp=43&px=1,"['demat', 'advisor', 'odin', 'neat', 'trader', 'online trading', 'trading', 'sub broker', 'stock', 'share', 'equity', 'broking', 'securities', 'brokerage', 'commodity', 'mcx', 'nse', 'bse']"
193,https://www.naukri.com/job-listings-Cluster-Business-Manager-CORPORATE-ACCESS-Pune-2-to-6-years-270218002566?src=jobsearchDesk&sid=15208652352219&xp=44&px=1,"['Business Development', 'Inside Sales', 'Solution Selling', 'Consultative Sales', 'Cxo', 'Sales Management', 'New Business', 'Business Management', 'Product Innovation', 'Sales Ability']"
194,https://www.naukri.com/job-listings-Zonal-Business-Manager-Salary-1-2-Lakh-Per-Month-Pro-Trading-India-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-Coimbatore-Navi-Mumbai-1-to-6-years-300916005839?src=jobsearchDesk&sid=15208652352219&xp=45&px=1,"['derivative', 'equity', 'neat', 'odin', 'bolt', 'nse', 'bse', 'mcx', 'ncdex', 'trader', 'dealer', 'ncfm', 'equity dealer', 'commodity dealer', 'dealing', 'advisor', 'rm', 'srm', 'broking', 'shares', 'demat', 'stocks', 'dmat', 'options', 'fx', 'forex', 'stock', 'equities', 'capital market', 'securities', 'commodity', 'rms']"
